,Year,Yield,Rain,N_TC,P_TC,K_TC,NPK_TC
335,1966.0,0.2380088673921805,654.0,4.527744189171033,0.5508531506113126,0.1679430337229611,5.246540373505306
336,1967.0,1.1043061572797688,885.0,7.863988446895103,1.8839438098989103,0.2625705658395694,10.010502822633583
337,1968.0,1.1115187969924811,1317.0,5.726315789473684,1.8706766917293236,0.643609022556391,8.240601503759398
338,1969.0,0.8530221424296828,1104.0,12.63315380011969,8.551765409934172,1.083183722321963,22.268102932375825
339,1970.0,0.9571278111641164,998.0,9.063874605043058,0.9231150486339136,0.452264419800508,10.43925407347748
340,1971.0,1.0246036778693723,1284.0,12.415979708306912,1.5599239061509196,0.6467977171845276,14.62270133164236
341,1972.0,1.486021505376344,727.0,14.065860215053762,1.9018817204301075,0.9946236559139784,16.962365591397848
342,1973.0,0.9509209674571882,1128.0,15.818278114517742,2.036132525157418,1.924321779556288,19.77873241923145
343,1974.0,0.960923623445826,1222.0,17.347542924807577,2.320899940793369,2.107756068679692,21.77619893428064
344,1975.0,0.0,868.0,22.575304082022544,2.483601859517289,1.999617907406228,27.05852384894606
345,1976.0,1.433541618452519,1272.0,40.20674226645067,4.420273084934043,2.8697060865540385,47.49672143793875
346,1977.0,1.1090787959542123,1166.0,39.05880927866271,6.813639391920537,3.918599721397856,49.7910483919811
347,1978.0,1.0529801324503312,886.0,46.52980132450331,8.245033112582782,5.052980132450331,59.82781456953642
348,1979.0,0.6535947712418301,760.0,35.44444444444444,7.117647058823529,4.745098039215686,47.30718954248366
349,1980.0,1.1708860759493671,1474.0,49.16455696202532,9.316455696202532,5.316455696202532,63.79746835443038
350,1981.0,0.937888198757764,1143.0,48.54658385093168,9.279503105590065,6.304347826086956,64.1304347826087
351,1982.0,0.737804058594275,1054.0,52.46606638892622,14.245397124042467,6.679209783631233,73.39067329659993
352,1983.0,1.046310604597257,934.0,49.60401777090979,12.082287038825577,6.495074367394244,68.18137917712961
353,1984.0,1.5397497354167964,1552.0,68.11305484654174,17.692834464296833,6.038722530037975,91.84461184087657
354,1985.0,1.2822258592471358,1089.0,74.91980360065466,16.392798690671032,9.806873977086743,101.11947626841244
355,1986.0,1.2561454369752971,1357.0,99.23899257111796,27.625777616718004,11.14936280727185,138.0141329951078
356,1987.0,1.099567642082837,1741.0,102.95757879566388,28.66094366814963,11.567140798295632,143.18566326210916
357,1988.0,1.6002931056454697,1267.0,123.5057983942908,50.28036192175354,16.77711227220594,190.5632725882503
358,1989.0,1.5177374210766126,1204.2,-0.0065091453492156,-0.0065091453492156,-0.0065091453492156,-0.0065091453492156
359,1990.0,1.2760646108663731,1081.0,-0.006384472961757,-0.006384472961757,-0.006384472961757,-0.006384472961757
360,1991.0,0.9182381813484888,1043.0,-0.0064582795143373,-0.0064582795143373,-0.0064582795143373,-0.0064582795143373
361,1992.0,0.8459556191839658,941.0,182.6198997852541,44.85325697924124,10.300644237652111,237.77380100214748
362,1993.0,1.4877030162412992,1165.0,184.99834272456084,41.29930394431555,2.366589327146172,228.6642359960225
363,1994.0,1.1428078171397005,801.7,186.9138871624888,37.40073199364685,24.052206339341204,248.36682549547683
364,1995.0,1.2135847261047998,1415.8,160.98852078748587,32.21316838160947,20.71611253196931,213.91780170106463
365,1996.0,1.4394336654431044,986.9,475.8652333508128,106.5023597273204,76.08809648662822,658.4556895647614
366,1997.0,1.5971246635593774,1135.5,273.1700912492615,45.558983785203175,36.17146983522615,354.90054486969075
367,1998.0,1.4013626319666097,1597.3,163.6263196660938,55.1497667566904,17.450282347164254,236.2263687699485
368,1999.0,1.150259067357513,1957.1,204.6632124352332,62.69430051813472,17.616580310880828,284.9740932642487
369,2000.0,1.130952380952381,918.4,193.5595238095238,67.86309523809524,11.333333333333334,272.7559523809524
370,2001.0,1.2684563758389262,1022.8,193.84563758389265,14.966442953020136,20.91275167785235,229.7248322147651
371,2002.0,1.3288590604026846,-1.0,193.84563758389265,14.966442953020136,20.91275167785235,229.7248322147651
372,2003.0,1.4254910039829694,-1.0,176.37000412031313,3.3511880236231284,2.053289383326466,181.77448152726276
373,2004.0,1.0408702545582666,1147.6,212.9569276843125,12.38439179071611,33.19827358407469,258.5395930591033
374,2005.0,1.2796656996822766,1192.0,189.23193811299905,50.45586406962288,57.79803840309435,297.48584058571623
375,2006.0,2.521777416514259,1305.7,270.56831267357586,56.72966199281989,44.38122332859175,371.6791979949875
376,2007.0,1.1259135018569546,1499.5,592.9675332454774,92.1408889421349,67.92859710075476,753.0370192883671
377,2008.0,0.5043731778425655,1110.1,1065.2019991670136,182.798833819242,176.67638483965013,1424.6772178259057
378,2009.0,1.6903423607562595,1495.0,296.9596320899336,67.57153806847215,57.25600408788963,421.78717424629536
