,Year,Yield,Rain,N_TC,P_TC,K_TC,NPK_TC
115,1966.0,0.3243221879693305,1044.0,2.3713540431586435,1.3516718046004268,0.7114062129475931,4.434432060706663
116,1967.0,0.7512333368321612,1135.0,4.859871942899129,3.059724992127637,1.1913508974493543,9.11094783247612
117,1968.0,0.7840722086470852,962.0,4.413304742432554,2.847454246247444,1.401286590535082,8.66204557921508
118,1969.0,0.5788192621581635,1390.0,4.471913329833437,3.288311936238248,1.7515391590703002,9.511764425141983
119,1970.0,0.6844032096288867,1176.0,11.399197592778334,5.105315947843531,1.9157472417251755,18.42026078234704
120,1971.0,5.542321585473006,1060.0,20.09665137166845,4.925314849165283,2.552962999121351,27.574929219955088
121,1972.0,0.513180067404911,879.0,14.7869523350987,7.0775156475686085,3.5688493018777083,25.433317284545016
122,1973.0,0.6447525699258905,1364.0,11.480994501553909,3.986373416208463,3.460435094429835,18.927803012192207
123,1974.0,0.7634118501608383,1477.0,11.518107294801286,2.023451281519145,2.459271557538653,16.000830133859083
124,1975.0,0.0840331831216714,1049.0,8.971732896353954,2.176362146661204,1.3979926259729618,12.54608766898812
125,1976.0,0.9185848055722128,1247.0,8.035425988283592,2.181834955486877,1.420729738456571,11.63799068222704
126,1977.0,0.7918503193307547,1385.0,9.566429792210128,2.8155077808761355,1.65062516866061,14.032562741746874
127,1978.0,0.883495145631068,1169.0,11.029126213592232,3.16990291262136,1.9466019417475728,16.145631067961165
128,1979.0,0.8282828282828283,1309.0,11.91919191919192,4.035353535353536,2.6313131313131315,18.585858585858585
129,1980.0,0.7616580310880829,1559.0,13.61139896373057,4.538860103626943,3.3989637305699483,21.54922279792746
130,1981.0,0.7291666666666666,1629.0,17.510416666666668,5.869791666666667,2.739583333333333,26.119791666666668
131,1982.0,0.6625687479780006,920.0,20.6858621805241,7.259786476868327,4.393400194111938,32.339048851504366
132,1983.0,0.9848906143434236,1253.0,28.15696972876554,9.58501652589056,6.148680551912281,43.89066680656838
133,1984.0,0.7429003347370694,1558.0,25.21865889212828,10.366051182377714,2.618507720548537,38.20321779505453
134,1985.0,1.0178580213509123,1484.0,29.015595021400102,11.152654105377083,5.982191174300191,46.15044030107738
135,1986.0,0.9305440103445092,1502.0,37.33259443982636,11.651426988085342,6.728548997875682,55.71257042578738
136,1987.0,0.6567507671326287,2113.0,145.2096829185135,53.36685987043983,26.34674394817593,224.92328673712925
137,1988.0,1.0664355062413315,1401.0,100.46463245492372,41.78918169209432,21.366158113730933,163.61997226074897
138,1989.0,0.8377803557617943,1537.3,-0.0064449600412477,-0.0064449600412477,-0.0064449600412477,-0.0064449600412477
139,1990.0,0.8724598767315555,1252.0,-0.0061023982425093,-0.0061023982425093,-0.0061023982425093,-0.0061023982425093
140,1991.0,0.8775217038286177,1091.0,-0.006245706077072,-0.006245706077072,-0.006245706077072,-0.006245706077072
141,1992.0,0.5701657458563536,1037.0,166.9097605893186,39.19705340699816,6.806629834254144,212.9134438305709
142,1993.0,0.9425592417061612,1320.0,146.5781990521327,11.399684044233808,2.5845181674565563,160.56240126382306
143,1994.0,1.030570009460738,790.8,212.36991485335852,28.89072847682119,7.952932828760643,249.2135761589404
144,1995.0,0.9278136051591428,1140.6,186.79009777407947,25.41085916371957,6.995007281048471,219.1959642188475
145,1996.0,1.122401088844042,809.7,107.92697235650256,21.30285821560989,10.475430609658796,139.70526118177125
146,1997.0,1.1005052506439468,968.8,130.22587675847038,19.130176342381613,14.052902714483851,163.40895581533584
147,1998.0,1.0014242915377436,1453.5,101.24257158292814,22.754285152988555,14.601443936938264,138.59830067285495
148,1999.0,1.2756756756756755,1481.1,151.8918918918919,42.16216216216216,12.972972972972974,207.02702702702703
149,2000.0,1.3097345132743363,1096.3,135.9203539823009,36.76548672566372,15.539823008849558,188.22566371681413
150,2001.0,1.0497512437810943,1168.4,119.39800995024876,38.98507462686568,17.587064676616915,175.97014925373134
151,2002.0,1.1179245283018868,792.2,113.20283018867924,36.9622641509434,16.67452830188679,166.83962264150944
152,2003.0,1.2767924174174174,982.8,134.16385135135135,11.894707207207206,12.84722222222222,158.9057807807808
153,2004.0,0.9722108704536166,1579.9,116.04004903964038,19.758888434818147,13.771965672251737,149.57090314671026
154,2005.0,1.1747255552718918,843.2,120.33699259637478,24.69236660709727,32.3615011488384,177.39086035231043
155,2006.0,1.091517386722866,973.4,184.5890410958904,51.99683877766069,31.412012644889355,267.99789251844044
156,2007.0,1.7267819706498952,1346.1,139.874213836478,31.446540880503143,25.91194968553459,197.2327044025157
157,2008.0,1.9644666377189173,1061.5,250.0651324359531,70.60356057316544,73.47662469243016,394.1453177015487
158,2009.0,1.2080438940904057,931.4,197.68951978254304,53.38266384778013,50.15101177891876,301.22319540924195
