,Yield,Rain,N_TC,P_TC,K_TC
44,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,53.29547659470366
45,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,54.50645211280107
46,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,55.717427630898484
47,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,56.9284031489959
48,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,58.13937866709331
49,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,59.350354185190724
50,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,60.56132970328814
51,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,61.77230522138555
52,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,62.983280739482964
53,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,64.19425625758038
54,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,65.40523177567779
55,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,66.6162072937752
56,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,67.82718281187262
57,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,69.03815832997003
58,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,70.24913384806744
59,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,71.46010936616486
60,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,72.67108488426227
61,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,73.88206040235968
62,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,75.0930359204571
63,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,76.30401143855451
64,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,77.51498695665192
65,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,78.72596247474934
66,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,79.93693799284675
67,1.024917298187336,1077.1332310192913,204.05220377787094,48.42983224302849,81.14791351094416
