,Year,Yield,Rain,N_TC,P_TC,K_TC,NPK_TC
542,1966.0,0.3232449702098264,1170.0,1.8564890769363611,0.4770745186080649,0.5375183490199464,2.8710819445643727
543,1967.0,0.8735674042972515,1425.0,2.305006319487586,1.4824018337224996,0.4113022428825432,4.198710396092629
544,1968.0,0.9351552224472328,1248.0,2.027182195870477,0.7474060001252636,0.317334391114637,3.091922587110378
545,1969.0,0.7422979418209943,1271.0,2.655437631590255,1.5962703562067633,0.8249903321445452,5.076698319941563
546,1970.0,0.7802448168016404,1462.0,3.1917317371222635,1.159876555995112,0.4515233735838114,4.803131666701187
547,1971.0,0.5981696130753836,1782.0,4.388342228152101,0.8589059372915276,0.4878252168112074,5.7350733822548365
548,1972.0,0.8644579612613777,1292.0,4.7819334800051765,1.6673137483283724,1.046115353090893,7.495362581424442
549,1973.0,0.1306665020474514,1688.0,4.794534642056094,2.0988949935181185,0.6852274831779739,7.578657118752186
550,1974.0,0.1229830281749017,1375.0,6.0216537078839565,1.8434913468773515,1.5592341777443357,9.424379232505643
551,1975.0,0.1817441236662759,1383.0,4.919628842218204,0.902064416141787,0.4192413916429891,6.2409346500029805
552,1976.0,0.1587848163165508,1272.0,5.044927565761324,2.12922023676114,0.8333503127610586,8.007498115283521
553,1977.0,0.2095563411049767,1483.0,6.315287762640505,2.291774238392183,1.62648448981213,10.233546490844818
554,1978.0,0.742798353909465,1570.0,6.360082304526749,20.81275720164609,1.2818930041152263,28.454732510288064
555,1979.0,0.3896103896103896,910.0,7.216450216450217,3.569264069264069,0.971861471861472,11.757575757575758
556,1980.0,0.7760617760617761,1347.0,5.714285714285714,4.694980694980695,1.162162162162162,11.571428571428571
557,1981.0,0.6182902584493042,1190.0,6.602385685884692,2.359840954274354,1.216699801192843,10.178926441351887
558,1982.0,0.540770169686236,1153.0,7.206280066055573,2.7092358136084056,1.424024124643994,11.339540004307972
559,1983.0,0.8240790295245741,1418.0,12.077423958612078,5.133351172955133,2.1697440014271696,19.38051913299438
560,1984.0,0.7585523708889182,1408.0,16.563201690661735,5.846871835512702,2.8750055034561703,25.28507902963061
561,1985.0,0.6919431279620853,1398.0,20.75872273809269,8.97042739808282,3.23175569899852,32.960905835174025
562,1986.0,0.652038572890137,1368.0,12.904068438581598,5.825115914582381,2.507673218833671,21.23685757199765
563,1987.0,0.6597016266738565,1330.0,24.41808214253617,11.105868607890717,4.558731014649052,40.08268176507594
564,1988.0,0.754565621708831,1203.0,31.18067537589352,15.123131736392768,6.738073363658772,53.04188047594506
565,1989.0,0.8392812293079434,1157.5,-0.0022832614105988,-0.0022832614105988,-0.0022832614105988,-0.0022832614105988
566,1990.0,0.9497298033695108,1358.0,-0.0022705599200762,-0.0022705599200762,-0.0022705599200762,-0.0022705599200762
567,1991.0,0.680760061702426,1235.0,-0.0023372131070911,-0.0023372131070911,-0.0023372131070911,-0.0023372131070911
568,1992.0,0.5658929880283411,907.0,20.37625213779624,14.871732225751282,2.0034204739799657,37.25140483752749
569,1993.0,0.838571842410197,1124.0,26.69225569718038,7.94708381614523,0.61558516801854,35.25492468134415
