,Yield,Rain,N_TC,P_TC,K_TC
44,1.0427294617277991,1770.4,264.5686774493484,66.03801666775021,49.01056467588995
45,1.0993169409728576,1770.4,249.48992617739282,62.25095159479782,106.2939367482731
46,1.0993169409728576,1770.4,264.19319219918475,63.59693700970912,98.31149876514368
47,1.0993169409728576,1770.4,265.9343552120416,63.118551583989046,78.01628060962867
48,1.0993169409728576,1770.4,273.3170472307096,63.28857765782764,120.60565994469016
49,1.0993169409728576,1770.4,278.2443622552687,63.228147585691865,126.21630752902297
50,1.0993169409728576,1770.4,284.2403372436406,63.249625430447615,107.82097139216549
51,1.0993169409728576,1770.4,289.7711966424324,63.24199185002899,137.81096168312587
52,1.0993169409728576,1770.4,295.50448948029367,63.24470495046669,151.29682015857654
53,1.0993169409728576,1770.4,301.1496766984519,63.24374066980396,137.3620225884029
54,1.0993169409728576,1770.4,306.8332103491903,63.24408339106249,157.53589156759068
55,1.0993169409728576,1770.4,312.50005438470805,63.243961582272185,174.70682473343987
56,1.0993169409728576,1770.4,318.1741622838364,63.24400487512615,166.0826780431841
57,1.0993169409728576,1770.4,323.84510871316115,63.243989488131504,179.24882403610957
58,1.0993169409728576,1770.4,329.5174311170161,63.243994956923295,197.30229264645604
59,1.0993169409728576,1770.4,335.1891546519824,63.243993013224454,193.77889643529383
60,1.0993169409728576,1770.4,340.86113883417573,63.24399370404709,202.39880673275263
61,1.0993169409728576,1770.4,346.5330095742146,63.24399345851733,219.6636672073162
62,1.0993169409728576,1770.4,352.2049296879704,63.24399354578266,220.468905546707
63,1.0993169409728576,1770.4,357.876828312678,63.24399351476712,226.49494229230197
64,1.0993169409728576,1770.4,363.54873629011865,63.24399352579055,242.14365771470307
65,1.0993169409728576,1770.4,369.22064019694557,63.24399352187264,246.2921349077789
66,1.0993169409728576,1770.4,374.89254587543604,63.24399352326513,251.1427941126088
67,1.0993169409728576,1770.4,380.5644507828409,63.24399352277022,264.9230687123019
