,Yield,Rain,N_TC,P_TC,K_TC
44,1.2586867726369007,996.9701342895564,196.4266407373938,52.348531461720405,41.4640607420649
45,1.71808376538414,996.9701342895564,201.23967940255724,46.360548530265106,42.22003245050571
46,1.8282834284629574,996.9701342895564,205.82573755777815,41.57664449031152,45.582903643746114
47,1.9363173603516364,996.9701342895564,210.41179571299907,37.754700085082206,47.5301382703757
48,2.2645242300498634,996.9701342895564,214.99785386821998,34.70128201593435,49.05254144479804
49,2.4206028654159386,996.9701342895564,219.5839120234409,32.261853045632726,51.02543881858524
50,2.5778171276889714,996.9701342895564,224.1699701786618,30.31295067904406,53.02709311259549
51,2.8378085887710185,996.9701342895564,228.7560283338827,28.755938574680446,54.90498804530769
52,3.017930650555373,996.9701342895564,233.34208648910362,27.512014438358392,56.79811122001555
53,3.197390918974901,996.9701342895564,237.92814464432453,26.51822174234271,58.72097437709544
54,3.4258362126846897,996.9701342895564,242.51420279954544,25.72426341818457,60.63435643833454
55,3.616766831248325,996.9701342895564,247.10026095476636,25.08995626033638,62.54166389670485
56,3.807036462413179,996.9701342895564,251.68631910998727,24.583197204785105,64.45258318008533
57,4.020548101112408,996.9701342895564,256.2723772652082,24.17833855356887,66.36443474826903
58,4.2164876083065375,996.9701342895564,260.85843542042915,23.854889913294812,68.27516485615897
59,4.411929600997304,996.9701342895564,265.4444935756501,23.59648115117289,70.18585632350441
60,4.618407248748966,996.9701342895564,270.030551730871,23.390033882497384,72.09684981023734
61,4.816651020528768,996.9701342895564,274.61660988609196,23.2250995575403,74.00779784119432
62,5.014574545078992,996.9701342895564,279.2026680413129,23.093330647621674,75.91867482258989
63,5.217736140837649,996.9701342895564,283.78872619653384,22.988058166434623,77.82957684099208
64,5.417040666620721,996.9701342895564,288.3747843517548,22.903954144460688,79.74049293231116
65,5.616153561140163,996.9701342895564,292.9608425069757,22.836761973891214,81.65139984827104
66,5.817752393344482,996.9701342895564,297.54690066219666,22.783080976480214,83.56230475320156
67,6.017544709954452,996.9701342895564,302.1329588174176,22.740194291043252,85.47321244125257
