,Yield,Rain,N_TC,P_TC,K_TC
44,1.000480793477497,410.30689080681145,220.81654872074031,68.73162765378333,37.32599564608468
45,1.000480793477497,711.6877266629426,220.81654872074031,68.73162765378333,43.54861114691066
46,1.000480793477497,704.2566907742953,220.81654872074031,68.73162765378333,51.3849867078893
47,1.000480793477497,563.8681218085216,220.81654872074031,68.73162765378333,55.70879433984319
48,1.000480793477497,529.6910902360775,220.81654872074031,68.73162765378333,62.201465332220195
49,1.000480793477497,585.0087518562518,220.81654872074031,68.73162765378333,68.20858159787802
50,1.000480793477497,615.5148679684539,220.81654872074031,68.73162765378333,74.5603083244501
51,1.000480793477497,598.2802243721206,220.81654872074031,68.73162765378333,80.23431050149438
52,1.000480793477497,579.6566992636261,220.81654872074031,68.73162765378333,86.43235984679659
53,1.000480793477497,582.5846148929116,220.81654872074031,68.73162765378333,92.44065306871008
54,1.000480793477497,591.9207932327721,220.81654872074031,68.73162765378333,98.54095246282834
55,1.000480793477497,593.0760388585419,220.81654872074031,68.73162765378333,104.50670358765407
56,1.000480793477497,589.0980375456209,220.81654872074031,68.73162765378333,110.5921965876449
57,1.000480793477497,587.5024079450853,220.81654872074031,68.73162765378333,116.62022808027113
58,1.000480793477497,588.9019347279113,220.81654872074031,68.73162765378333,122.67481467928508
59,1.000480793477497,590.0094009910745,220.81654872074031,68.73162765378333,128.70121451161188
60,1.000480793477497,589.663243557272,220.81654872074031,68.73162765378333,134.75427014562547
61,1.000480793477497,589.0619926456536,220.81654872074031,68.73162765378333,140.7918568650157
62,1.000480793477497,589.0599668328183,220.81654872074031,68.73162765378333,146.8370218699911
63,1.000480793477497,589.3355284213,220.81654872074031,68.73162765378333,152.8758937924072
64,1.000480793477497,589.4102411905546,220.81654872074031,68.73162765378333,158.92066804118974
65,1.000480793477497,589.3037034943889,220.81654872074031,68.73162765378333,164.96154203978995
66,1.000480793477497,589.2408683954841,220.81654872074031,68.73162765378333,171.0044974497103
67,1.000480793477497,589.2729679086847,220.81654872074031,68.73162765378333,177.045968178649
