,Dist,Year,Yield,Rain,N_TC,P_TC,K_TC,NPK_TC
0,901.0,1966.0,0.39658048373644705,1145.0,28.204058938003893,9.216013344453712,3.947734222963581,41.367806505421186
1,901.0,1967.0,0.64748883173142,1061.0,49.26221740896169,22.01164207391363,5.374306213618519,76.64816569649383
2,901.0,1968.0,0.5448803191489362,1212.0,66.3065159574468,50.36569148936171,10.638297872340425,127.31050531914894
3,901.0,1969.0,0.5538689374305813,1563.0,200.7034431691966,113.92077008515363,51.24028137726768,365.8644946316179
4,901.0,1970.0,0.6969829470922605,1428.0,149.84696108439002,75.40445999125491,36.620026235242676,261.8714473108876
5,901.0,1971.0,0.8249681528662421,1392.0,-0.025477707006369428,-0.025477707006369428,-0.025477707006369428,-0.025477707006369428
6,901.0,1973.0,0.4553032480597873,1665.0,168.9853406151193,45.2141419948261,28.082782408738144,242.28226501868355
7,901.0,1974.0,0.7994117647058824,1803.0,246.64705882352942,48.8235294117647,45.85294117647059,341.3235294117647
8,901.0,1975.0,0.6300138312586444,1280.0,251.41770401106498,49.34301521438451,33.748271092669434,334.50899031811895
9,901.0,1976.0,0.6151456310679612,1247.0,388.4271844660194,67.10679611650485,37.786407766990294,493.3203883495146
10,901.0,1977.0,0.676923076923077,1392.0,455.8371040723982,82.89592760180994,49.45701357466063,588.1900452488687
11,901.0,1978.0,1.5384615384615385,1455.0,926.5384615384615,171.3846153846154,97.23076923076923,1195.1538461538462
12,901.0,1979.0,0.55,1248.0,572.0,108.25,56.1,736.35
13,901.0,1980.0,0.8333333333333334,1368.0,716.2777777777778,163.94444444444446,92.77777777777777,973.0
14,901.0,1981.0,0.7058823529411765,1527.0,808.2352941176471,177.88235294117646,88.11764705882354,1074.235294117647
15,901.0,1982.0,0.7602739726027398,942.0,984.6575342465753,225.13698630136986,116.57534246575342,1326.3698630136987
16,901.0,1983.0,0.7332185886402754,1155.0,1705.6798623063685,497.0740103270224,297.2461273666093,2500.0
17,901.0,1984.0,0.7852077001013171,1548.0,2250.3546099290784,631.0030395136779,303.24214792299904,3184.599797365755
18,901.0,1985.0,0.9410526315789474,1734.0,2732.842105263158,792.9473684210526,340.8421052631579,3866.6315789473683
19,901.0,1986.0,0.7779237844940867,1754.0,3749.2772667542704,891.9842312746385,375.0328515111695,5016.294349540079
20,901.0,1987.0,0.8168789808917197,1491.0,4543.312101910828,1080.8917197452229,454.45859872611464,6078.662420382166
21,901.0,1988.0,1.0127931769722813,951.0,8989.12579957356,2298.507462686567,1037.5266524520255,12325.159914712152
22,901.0,1989.0,1.3665689149560116,1281.5,-0.29325513196480935,-0.29325513196480935,-0.29325513196480935,-0.29325513196480935
23,901.0,1990.0,1.035294117647059,1102.0,-0.19607843137254904,-0.19607843137254904,-0.19607843137254904,-0.19607843137254904
24,901.0,1991.0,0.9324324324324322,994.0,-0.2252252252252252,-0.2252252252252252,-0.2252252252252252,-0.2252252252252252
25,901.0,1992.0,1.0618556701030928,881.0,14538.831615120274,3226.1168384879725,803.0927835051546,18568.0412371134
26,901.0,1993.0,1.305466237942122,1255.0,17392.282958199357,2126.3665594855306,497.427652733119,20016.077170418008
27,902.0,1966.0,0.30443367438520913,636.0,21.19906659486627,6.928738108059594,2.297612636869503,30.42541733979537
28,902.0,1967.0,0.644786910197869,1081.0,42.67503805175038,14.269406392694064,4.41400304414003,61.358447488584474
29,902.0,1968.0,0.5426302265825741,987.0,64.44755898154636,17.40247605699603,6.704041111889745,88.55407615043214
30,902.0,1969.0,0.5515088449531738,1328.0,110.56191467221645,28.563995837669097,16.181061394380855,155.3069719042664
31,902.0,1970.0,0.5940761636107192,933.0,137.88434414668546,4.569816643159379,16.530324400564172,158.984485190409
32,902.0,1971.0,0.6289116588202714,849.0,189.8643035170313,21.48989199667682,9.581833287178068,220.9360288008862
33,902.0,1972.0,0.6560350218886805,998.0,210.8505315822389,29.487179487179485,39.61851156973108,279.9562226391495
34,902.0,1973.0,0.7023854600530103,1549.0,230.02650511170012,55.547141234380916,52.63157894736842,338.2052252934495
35,902.0,1974.0,0.6197996918335901,1677.0,305.3543913713405,38.867488443759626,30.084745762711865,374.306625577812
36,902.0,1975.0,0.6695921528136293,1191.0,518.9468249870935,72.53484770263293,46.82498709344347,638.3066597831698
37,902.0,1976.0,0.48436541998773763,1247.0,747.0263641937462,80.87063151440834,51.13427345187002,879.0312691600246
38,902.0,1977.0,0.6200545702592087,1184.0,1076.8076398362891,228.1036834924966,120.05457025920873,1424.9658935879945
39,902.0,1978.0,0.6923076923076923,1344.0,1226.6923076923076,258.0769230769231,139.46153846153845,1624.2307692307693
40,902.0,1979.0,0.75,1160.0,1834.625,341.75,229.375,2405.75
41,902.0,1980.0,0.8,1274.0,1463.1,240.6,117.2,1820.9
42,902.0,1981.0,0.6666666666666666,1719.0,1443.111111111111,277.55555555555554,167.77777777777777,1888.4444444444443
43,902.0,1982.0,0.8012345679012346,961.0,1416.9135802469136,426.17283950617286,222.46913580246914,2065.5555555555557
44,902.0,1983.0,0.9222222222222223,1100.0,2200.3703703703704,519.6296296296297,276.2962962962963,2996.2962962962965
45,902.0,1984.0,0.7927807486631016,1172.0,2246.657754010695,682.4866310160428,349.4652406417112,3278.609625668449
46,902.0,1985.0,0.9206106870229008,1847.0,3719.3893129770995,1215.7251908396947,415.2671755725191,5350.381679389313
47,902.0,1986.0,0.7536231884057972,1380.0,6802.898550724638,1648.3695652173915,603.804347826087,9055.072463768116
